Track Name,Race Number,Date,Year,Track Miles,Surface,Age,Weather,Track Condition,Race,Horse Name,Jockey,Weight,M/E,PP,Finish,Money Won,Trainer,Owner,Lengths Behind Winner
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Roiland ,"Graham, James",122,L b,2,3,"$40,000 "," Amoss, Thomas"," Durlacher, James and Mary",3.75
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Hog Creek Hustle ,"Geroux, Florent",122,L f,6,4,"$16,000 "," Foley, Vickie"," Something Special Racing, LLC",6
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Limonite ,"Hernandez, Jr., Brian",122,L,10,5,"$8,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC and Willis Horton Racing LLC,7.25
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Manny Wah ,"Hill, Channing",122,L bf,7,6,"$4,000 "," Catalano, Wayne",Susan Moulton,8
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Mr. Money ,"Saez, Gabriel",122,L,3,7,"$4,000 "," Calhoun, W."," Allied Racing Stable, LLC",8.25
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Owendale ,"Bridgmohan, Shaun",122,L b,8,8,"$4,000 "," Cox, Brad", Rupp Racing,10
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Chase the Ghost ,"Murrill, Mitchell",122,L,4,9,"$4,000 "," Stewart, Dallas"," Holy Cow Stable, LLC",10.5
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Henley's Joy ,"Franco, Manuel",122,Lb,5,10,$0 ," Maker, Michael", Bloom Racing Stable LLC,11
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Dunph ,"Ortiz, Jose",122,L,11,11,$0 ," Maker, Michael"," Three Diamonds Farm and Besecker, Joseph",15.25
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Gun It ,"Santana, Jr., Ricardo",122,L,14,12,$0 ," Asmussen, Steven", Whisper Hill Farm LLC and Three Chimneys Farm,17.25
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Plus Que Parfait ,"Leparoux, Julien",122,L,1,13,$0 ," Walsh, Brendan"," Imperial Racing, LLC",20.25
FAIR GROUNDS , Race 12, February 16,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Risen Star S. presented by Lamarque Ford Grade 2 - Thoroughbred,Frolic More ,"Lanerie, Corey",122,L,12,14,$0 ," Stewart, Dallas"," Andrew Farm and On Our Own Stable, LLC",26.25
SANTA ANITA PARK , Race 8, April 6,2019,One And One Eighth , Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Roadster ,"Smith, Mike",124,L,1,1,"$600,000 "," Baffert, Bob", Speedway Stable LLC,0
SANTA ANITA PARK , Race 8, April 6,2019,One And One Eighth , Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Game Winner ,"Rosario, Joel",124,L,6,2,"$200,000 "," Baffert, Bob"," West, Gary and Mary",0.5
SANTA ANITA PARK , Race 8, April 6,2019,One And One Eighth , Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Instagrand ,"Prat, Flavien",124,L,5,3,"$120,000 "," Hollendorfer, Jerry", OXO Equine LLC,2.25
SANTA ANITA PARK , Race 8, April 6,2019,One And One Eighth , Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Nolo Contesto ,"Talamo, Joseph",124,L b,3,4,"$60,000 "," Sadler, John", Hronis Racing LLC,7.5
SANTA ANITA PARK , Race 8, April 6,2019,One And One Eighth , Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,Synthesis ,"Bejarano, Rafael",124,L,4,5,"$20,000 "," Papaprodromou, George"," Decker Racing, Kretz Racing, LLC and Selby, Jay",10.5
SANTA ANITA PARK , Race 8, April 6,2019,One And One Eighth , Dirt,THREE YEAR , Clear, Fast,Santa Anita Derby Grade 1 - Thoroughbred,More Ice ,"Franco, Geovanni",124,L,2,6,$351 ," Hollendorfer, Jerry"," Hollendorfer, LLC, Kenwood Racing, Inc. (Robb Levinsky) and Robertson, Richard",27.5
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Well Defined ,"Morales, Pablo",122,L b,8,1,"$170,000 "," O'Connell, Kathleen", Stonehedge LLC,0
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Kentucky Wildcat ,"Bravo, Joe",118,L,5,2,"$40,000 "," Albertrani, Thomas"," Godolphin, LLC",2.75
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,So Alive ,"Castellano, Javier",118,L b,7,3,"$20,000 "," Pletcher, Todd",Robert V. LaPenta,11.5
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Counter Offer ,"Gallardo, Antonio",118,L b,1,4,"$10,000 "," Wilkes, Ian"," Six Column Stables, LLC",13
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Knicks Go ,"Jimenez, Albin",124,L,3,5,"$6,000 "," Colebrook, Ben", KRA Stud Farm,13
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Five Star General ,"Ortiz, Jose",118,L b,6,6,"$4,000 "," Delacour, Arnaud"," WinStar Farm LLC, China Horse Club International Ltd. and SF Racing LLC",13.75
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Still Dreaming ,"Vargas, Jr., Jorge",118,L,9,7,$0 ," Motion, H."," West Point Thoroughbreds and Larsen, Chris",16
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Moonster ,"Camacho, Samy",118,L,4,8,$0 ," Romans, Dale", Calumet Farm,16.25
TAMPA BAY DOWNS , Race 11, February 9,2019,One And One Sixteenth , Dirt,THREE YEAR , Clear, Fast,Sam F. Davis S. Grade 3 - Thoroughbred,Going for Gold ,"Bracho, Jose",118,L b,2,9,$0 ," Hess, Jr., Robert"," Ron Paolucci Racing, LLC",28.75
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Gunmetal Gray ,"Smith, Mike",120,L,6,1,"$60,000 "," Hollendorfer, Jerry"," Hollendorfer, LLC, Pearl Racing and West Point Thoroughbreds",0
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Sueno ,"Desormeaux, Kent",120,L,1,2,"$20,000 "," Desormeaux, J.", Silverton Hill LLC,1
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Much Better ,"Van Dyke, Drayden",120,L,7,3,"$12,000 "," Baffert, Bob"," Three Chimneys Farm, LLC",1.75
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Gray Magician ,"Prat, Flavien",120,L,2,4,"$6,000 "," Miller, Peter"," Wachtel Stable, Eclipse Thoroughbred Partners and Barber, Gary",3
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Easy Shot ,"Bejarano, Rafael",120,L,4,5,"$2,000 "," Desormeaux, J.", Calumet Farm,3.25
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Coliseum ,"Talamo, Joseph",120,L,5,6,$351 ," Baffert, Bob"," Godolphin, LLC",4.25
SANTA ANITA PARK , Race 9, January 5,2019,One, Dirt,THREE YEAR , Cloudy, Fast,Sham S. Grade 3 - Thoroughbred,Savagery ,"Figueroa, Heriberto",120,L b,3,7,$351 ," Miller, Peter", Rockingham Ranch,18.25
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Gray Attempt ,"Bridgmohan, Shaun",119,L,8,1,"$90,000 "," Fires, William",Dwight Pruett,0
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Long Range Toddy ,"Eramia, Richard",122,L,1,2,"$30,000 "," Asmussen, Steven", Willis Horton Racing LLC,0
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Boldor ,"Vazquez, Ramon",115,L,5,3,"$15,000 "," Asmussen, Steven"," Orr, Ed and Orr, Susie",0.5
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Six Shooter ,"Elliott, Stewart",122,Lf,4,4,"$7,500 "," Holthus, Paul"," Dundalk 5 LLC, N P H Stable and Herek, Wes",1.5
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Sleepy Eyes Todd ,"Cabrera, David",118,L,2,5,"$4,500 "," Silva, Miguel",David Cobb,2.25
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Bankit ,"Santana, Jr., Ricardo",119,L,7,6,"$1,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC and Willis Horton Racing LLC,6.25
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Super Steed ,"Thompson, Terry",119,L f,3,7,"$1,000 "," Jones, J."," Pressley, Michael and Jackson, Steed",7.25
OAKLAWN PARK , Race 8, January 25,2019,One, Dirt,THREE YEAR , Clear, Fast,Smarty Jones S. Listed - Thoroughbred,Forloveofcountry ,"Bravo, Joe",119,L f,6,8,"$1,000 "," DiVito, James"," Doubledown Stables, Inc.",12.75
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Super Steed ,"Thompson, Terry",117,L f,6,,"$300,000 "," Jones, J."," Pressley, Michael and Jackson, Steed",0
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Sueno ,"Lanerie, Corey",117,L,7,,"$100,000 "," Desormeaux, J.", Silverton Hill LLC,0.75
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Long Range Toddy ,"Eramia, Richard",119,L,10,,"$50,000 "," Asmussen, Steven", Willis Horton Racing LLC,2
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Six Shooter ,"Elliott, Stewart",117,L bf,8,,"$25,000 "," Holthus, Paul"," Dundalk 5 LLC, N P H Stable and Herek, Wes",3.25
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Bankit ,"Ortiz, Jose",119,L,9,,"$15,000 "," Asmussen, Steven", Winchell Thoroughbreds LLC and Willis Horton Racing LLC,5.25
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Boldor ,"Vazquez, Ramon",117,L,4,,"$1,667 "," Asmussen, Steven"," Orr, Ed and Orr, Susie",7.25
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Cutting Humor ,"Velazquez, John",117,Lb,3,,"$1,667 "," Pletcher, Todd", Starlight Racing,8.75
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Jersey Agenda ,"Santana, Jr., Ricardo",117,L,5,,"$1,667 "," Asmussen, Steven",Charles E. Fipke,10
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Ninth Street ,"Cabrera, David",119,L b,2,,"$1,667 "," Asmussen, Steven"," H. V. Farms, Ltd.",13.25
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Olympic Runner ,"Cohen, David",118,L,11,,"$1,667 "," Casse, Mark",Gary Barber,14
OAKLAWN PARK , Race 9, February 18,2019,One And One Sixteenth , Dirt,THREE YEAR , Cloudy, Fast,Southwest S. Grade 3 - Thoroughbred,Gray Attempt ,"Bridgmohan, Shaun",122,L,1,,"$1,667 "," Fires, William",Dwight Pruett,15.75
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Somelikeithotbrown ,"Gaffalione, Tyler",123,L b,10,1,"$116,560 "," Maker, Michael", Skychai Racing LLC and Sand Dollar Stable LLC,0
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Dynamic Racer ,"Prentice, Jr., Euclyn",123,L f,1,2,"$37,600 "," Kahles, Ronald", Lou Dunn Diekemper Trust,3.75
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Moonster ,"McKee, John",123,L,2,3,"$18,800 "," Romans, Dale", Calumet Farm,4.5
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Five Star General ,"Cannon, Declan",123,L b,3,4,"$9,400 "," Delacour, Arnaud"," WinStar Farm LLC, China Horse Club International Ltd. and SF Racing LLC",6.5
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Dabo ,"Machado, Luan",123,L,4,5,"$5,640 "," Romans, Dale", West Point Thoroughbreds and Peacock Stable (Tom Hammond),8
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Speed App ,"De La Cruz, Walter",123,L b,11,6,"$2,000 "," Lukas, D.", Calumet Farm,9.25
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Counter Offer ,"Franklin, Malcolm",123,L b,7,7,"$2,000 "," Wilkes, Ian"," Six Column Stables, LLC",9.25
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Skywire ,"Boulanger, Gary",123,L,6,8,"$2,000 "," Casse, Mark"," Barber, Gary and Tucci, Lucio",9.5
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Curlin Grey ,"Hernandez, Jr., Brian",123,L b,9,9,"$2,000 "," McPeek, Kenneth", Fern Circle Stables,10
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Twelfthofneverland ,"Russell, Sheldon",123,L b,8,10,"$2,000 "," Handal, Raymond",John Mahr,13
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Baytown Jimbo ,"Achard, Alexis",123,L b,5,11,"$2,000 "," McEntee, Paul"," McEntee Racing, Inc.",25
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Mind Control ,"Velazquez, John",123,L,3,1,"$82,500 "," Sacco, Gregory"," Red Oak Stable (Brunetti) and Madaket Stables, LLC",0
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Our Braintrust ,"Vargas, Jr., Jorge",120,Lf,4,2,"$30,000 "," Lynch, Cathal"," Lynch, Cathal A. and Smith, Jr., Stanton J.",1.5
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Family Biz ,"Davis, Dylan",118,L,2,3,"$18,900 "," Barker, Edward"," Chen, Danny J., Cestaro, James and Campbell Road Stables",5.5
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Gates of Dawn ,"Pennington, Frankie",118,L,5,4,"$9,000 "," Servis, John",Leonard C. Green,6
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Souper Jackpot ,"Alvarado, Junior",118,L,6,5,"$6,000 "," Casse, Mark", Live Oak Plantation,8.75
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Direct Order ,"Lezcano, Jose",118,Lb,1,6,"$4,500 "," Servis, Jason",Ara Aprahamian,12.25
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source (Railbird):,https://docs.google.com/spreadsheets/d/1q3j7Y8pq_tXJMt_YU-nel9PZY1Jrwell_YsF2bp8D6Y/pub#,,,,,,,,,,,,,,,,,,
